Manufacturer,Year,Fuel,Transmission,Price
Jeep,2013,Other,Other,7999
BMW,2016,Gas,Automatic,17952
Ford,2012,Other,Other,12499
Nissan,2011,Other,Other,14999
BMW,2016,Gas,Automatic,19998
Nissan,2014,Other,Other,9399
Ford,2008,Gas,Automatic,3950
Jeep,2014,Gas,Automatic,20995
Toyota,2008,Gas,Automatic,12995
Honda,2007,Gas,Automatic,4995
Toyota,2006,Gas,Automatic,8995
Honda,2008,Gas,Automatic,7295
Chevrolet,2005,Gas,Automatic,6999
Chevrolet,2009,Gas,Automatic,11995
Chevrolet,2019,Gas,Automatic,21000
Ford,2015,Gas,Automatic,16500
Kia,2008,Gas,Automatic,3500
BMW,2011,Gas,Automatic,10999
Nissan,2017,Other,Other,19999
Volkswagen,2016,Other,Other,11999
BMW,2016,Gas,Automatic,21899
Toyota,2015,Other,Other,23499
Toyota,2009,Gas,Automatic,9800
BMW,2017,Gas,Automatic,20919
BMW,2008,Gas,Automatic,4000
Ford,2016,Diesel,Automatic,85999
Chevrolet,2006,Gas,Automatic,3650
,2014,Diesel,Automatic,19900
Ford,2001,Gas,Automatic,8500
Chevrolet,2002,Gas,Automatic,3450
Ford,2018,Gas,Automatic,25844
GMC,2004,Diesel,Automatic,6900
Volkswagen,2017,Gas,Automatic,23000
Ford,2018,Gas,Automatic,24377
Hyundai,2006,Gas,Automatic,2750
Audi,2007,Gas,Automatic,4000
BMW,2004,Gas,Manual,4299
Chevrolet,2008,Gas,Automatic,8500
Mercedes-Benz,2011,Gas,Automatic,21000
Nissan,2012,Gas,Automatic,5400
Hyundai,2012,Gas,Automatic,5300
BMW,2009,Gas,Automatic,6200
Nissan,2014,Gas,Automatic,4500
Volkswagen,2013,Gas,Automatic,5300
Toyota,2012,Gas,Automatic,17
Chevrolet,2005,Diesel,Automatic,10900
Toyota,2002,Gas,Automatic,6500
Mini,2015,Gas,Automatic,14500
Nissan,2012,,,10999
Chevrolet,2016,Gas,Automatic,7950
Nissan,2004,Gas,Automatic,3950
Toyota,2010,Gas,Automatic,17000
Chevrolet,2016,Gas,Automatic,18995
Jeep,2013,Gas,Automatic,79900
Nissan,2012,Gas,Automatic,5777
Nissan,2012,Gas,Automatic,5777
Fiat,2013,Gas,Automatic,4600
Honda,2014,Gas,Automatic,7900
Rover,2008,Gas,Automatic,7900
BMW,2017,Gas,Automatic,18909
Mazda,2016,Gas,Automatic,13911
Ford,2010,Gas,Automatic,9500
Volkswagen,2007,Gas,Automatic,3900
Nissan,2019,Gas,Automatic,12735
Chevrolet,2016,Gas,Automatic,6700
Nissan,2015,Gas,Automatic,8300
Jeep,2015,Gas,Automatic,23961
Ford,2017,Gas,Automatic,22927
Kia,2014,Gas,Automatic,7345
Toyota,2008,Gas,Automatic,6900
,2003,Gas,Automatic,3200
Lexus,2004,Gas,Automatic,8995
Ford,2007,Gas,Automatic,5000
Toyota,2005,Gas,Automatic,16995
Toyota,2007,Hybrid,Automatic,4995
Jeep,2018,Gas,Automatic,48000
Honda,2005,Gas,Automatic,3995
Toyota,2006,Gas,Automatic,14500
Toyota,2009,Gas,Automatic,3495
Honda,2004,Gas,Manual,2495
Buick,2009,Gas,Automatic,4995
Lexus,2008,Gas,Automatic,5995
Ford,2007,Gas,Manual,18000
Toyota,2009,Gas,Automatic,5995
Hyundai,2007,Gas,Manual,2495
Toyota,2007,Gas,Automatic,16995
Ford,2013,Gas,Automatic,17500
Nissan,2011,Gas,Automatic,6800
Lexus,2008,Gas,Automatic,19995
Toyota,2006,Gas,Automatic,16995
Lexus,2001,Gas,Automatic,3450
Toyota,2017,Gas,Automatic,27995
Jeep,2017,Gas,Automatic,19300
Dodge,2014,Gas,Automatic,6700
Volkswagen,2006,Gas,Automatic,3950
Hyundai,2012,Gas,Automatic,6000
,2008,Gas,Automatic,5999
Mitsubishi,2001,Gas,Automatic,1300
,2011,Gas,Automatic,14800
Toyota,2000,Gas,Automatic,3500
Chevrolet,2000,Gas,Manual,14900
Ford,2011,Gas,Automatic,3900
Audi,2018,Gas,Automatic,33999
Jeep,2004,Gas,Automatic,13750
Chevrolet,2000,Gas,Automatic,7000
Subaru,2008,Gas,Manual,19250
Honda,2010,Gas,Automatic,7990
Honda,2009,Gas,Automatic,6995
Chevrolet,2007,Gas,Automatic,3500
Chevrolet,2014,Gas,Automatic,22995
Chevrolet,2018,Gas,Other,29700
Kia,2011,Gas,Automatic,4500
Chevrolet,2004,Diesel,Automatic,13000
Ford,2014,Gas,Automatic,13800
Lexus,2007,Gas,Automatic,4900
Nissan,2013,Gas,Automatic,3495
Toyota,2011,Gas,Automatic,5600
Hyundai,2012,Gas,Manual,11985
Honda,2002,Gas,Automatic,3997
Hyundai,2010,Gas,Automatic,3577
Chevrolet,2010,Gas,Automatic,6277
Chevrolet,2010,Gas,Automatic,6277
Nissan,2016,Gas,Manual,6477
GMC,2012,Gas,Automatic,3800
GMC,2007,Gas,Automatic,8997
Toyota,2005,Gas,Automatic,5277
Toyota,2005,Gas,Automatic,5277
Audi,2006,Gas,Automatic,4999
BMW,2013,Gas,Automatic,8900
Mini,2008,Gas,Manual,6999
Hyundai,2019,Gas,Other,17750
Toyota,2007,Gas,Automatic,3500
Hyundai,2013,Gas,Automatic,10395
Chevrolet,2019,Gas,Automatic,18900
Infiniti,2012,Gas,Automatic,14900
Nissan,2018,Gas,Automatic,15900
Chevrolet,2010,Gas,Automatic,8990
Ford,2002,Gas,Automatic,11999
Audi,2019,Gas,Other,33450
Toyota,2008,Gas,Automatic,7995
Mercedes-Benz,2011,Gas,Automatic,10995
Fiat,2017,Electric,Automatic,8995
Jeep,2017,Gas,Automatic,30900
Chevrolet,2015,Gas,Automatic,22900
Lexus,2013,Gas,Automatic,12995
Lincoln,2016,Gas,Automatic,407
Ram,2011,Other,Automatic,11495
Infiniti,2009,Gas,Automatic,13999
Honda,2007,Gas,Manual,5900
Jeep,2002,Gas,Automatic,1000
Mercedes-Benz,2005,Gas,Automatic,7400
Ford,2007,Gas,Automatic,11900
Jeep,2006,Gas,Automatic,6995
Chevrolet,2010,Gas,Manual,2995
Chevrolet,2012,Gas,Automatic,6595
Lexus,2010,Gas,Automatic,6495
Infiniti,2011,Gas,Automatic,15995
Ford,2013,Gas,Automatic,8500
GMC,2007,Gas,Automatic,11900
Honda,2007,Gas,Automatic,5995
Ram,2005,Gas,Manual,4995
BMW,2002,Gas,Automatic,2800
Hyundai,2013,Gas,Automatic,8000
Jeep,2018,Gas,Manual,30260
Ford,2016,Diesel,Automatic,31995
Ford,2017,Diesel,Automatic,28995
Ram,2015,Diesel,Automatic,36995
Ford,2014,Diesel,Automatic,26995
Subaru,2016,Gas,Automatic,14495
Ram,2014,Diesel,Automatic,32995
Cadillac,2014,Gas,Automatic,17962
Dodge,2014,Gas,Automatic,15998
Ford,2016,Other,Automatic,24995
Ford,2017,Gas,Automatic,13967
Chevrolet,2005,Gas,Automatic,23385
Ford,2016,Gas,Automatic,18656
GMC,2007,Other,Automatic,7995
Nissan,2012,Gas,Automatic,6495
Cadillac,2013,Gas,Automatic,9995
Nissan,2006,Gas,Automatic,6495
Dodge,2017,Gas,Automatic,9100
Mercedes-Benz,2016,Gas,Automatic,17900
Nissan,2014,Gas,Automatic,6995
Dodge,2006,Gas,Automatic,5995
Nissan,2015,Gas,Automatic,8995
Chevrolet,2019,Gas,Automatic,9995
Nissan,2017,Gas,,23900
Infiniti,2016,Gas,Automatic,19650
Volkswagen,2015,Gas,Automatic,13995
Ford,2015,Gas,Automatic,12000
Lincoln,2007,Gas,Automatic,207
Kia,2011,Gas,Manual,7595
Dodge,2011,Gas,Automatic,6595
Nissan,2003,Gas,Automatic,5995
Honda,2018,Gas,Automatic,21500
Ford,2007,Gas,Automatic,5995
Chevrolet,2006,Gas,Automatic,3595
Ford,2005,Gas,Automatic,4595
Honda,2011,Gas,Automatic,11995
Nissan,2015,Gas,Automatic,10900
Dodge,2002,Gas,Automatic,4000
Jeep,2016,Gas,Automatic,318
,2004,Gas,Automatic,11900
Volkswagen,2016,Gas,Automatic,13900
Hyundai,2013,,,9999
GMC,2015,Gas,Automatic,28900
GMC,2015,Gas,Automatic,35988
Ford,2008,Gas,Automatic,15900
Buick,2010,Gas,Automatic,8988
Ford,2017,Other,Automatic,44800
BMW,2011,Gas,Automatic,11200
Dodge,2015,Gas,Automatic,5000
Mercedes-Benz,2013,Gas,Automatic,11985
,2007,Diesel,Manual,16500
Ford,2005,Diesel,Automatic,6000
Audi,2016,Gas,Automatic,22900
Audi,2016,Hybrid,Automatic,18900
BMW,2006,Gas,Automatic,2700
Chrysler,2012,Gas,Automatic,5995
Hyundai,2013,,,9999
Honda,2019,Gas,Automatic,11950
Honda,2012,Gas,Automatic,8900
Volkswagen,2016,Gas,Automatic,11495
,2007,Diesel,Automatic,15000
Nissan,2016,Gas,Automatic,13500
Ford,2016,Gas,Automatic,13995
Nissan,2015,Gas,Automatic,15200
Jeep,2006,Gas,Manual,17900
Subaru,2004,Gas,Automatic,4850
Ford,2009,Gas,Automatic,9695
Mercedes-Benz,2002,Gas,Automatic,4900
Ford,2012,Gas,Other,10900
Ford,2012,Gas,Automatic,4199
Nissan,2018,Gas,Automatic,15750
Toyota,2020,Gas,Automatic,58140
GMC,2007,Gas,Automatic,5600
Chevrolet,2011,Gas,Automatic,8987
GMC,2013,Gas,Automatic,30891
Volkswagen,2012,Gas,Automatic,10550
Chevrolet,2013,Gas,Automatic,10990
Honda,2015,Gas,Automatic,11987
Toyota,2007,Gas,Automatic,13250
Rover,2007,Gas,Automatic,9800
Subaru,2016,Gas,Automatic,16991
Chrysler,2013,Gas,Automatic,11900
Toyota,2009,Gas,Automatic,4700
Volkswagen,2015,Gas,Automatic,14850
Toyota,2006,Gas,Automatic,4200
Chevrolet,2007,Gas,Automatic,5000
Ford,2017,Gas,Automatic,22988
Chevrolet,2007,Gas,Automatic,17500
Toyota,2015,Gas,Automatic,19991
Ford,2016,Diesel,Automatic,47991
Dodge,2016,Gas,Automatic,20461
Chevrolet,2008,Diesel,Automatic,20988
Toyota,2008,Gas,Automatic,9988
GMC,2011,Gas,Automatic,12500
Ram,2010,Gas,Automatic,14991
Chevrolet,2014,Gas,Automatic,27987
Toyota,2006,Gas,Automatic,10500
Chevrolet,2007,Gas,Automatic,8700
Toyota,2011,Hybrid,Automatic,7500
Ram,2013,Gas,Automatic,26995
Nissan,2001,Gas,Manual,2850
Honda,2018,Gas,Other,22400
Ford,2008,Gas,Manual,36500
Fiat,2017,Electric,Automatic,8995
Audi,2014,Diesel,Automatic,18500
Ford,2010,Gas,Automatic,11500
BMW,2006,Gas,Automatic,6900
Ford,2011,Gas,Automatic,14992
Toyota,2012,Hybrid,Automatic,13981
GMC,2014,Gas,Automatic,17300
Ram,2006,Gas,Automatic,9995
Mercedes-Benz,2009,Gas,Automatic,15000
Chevrolet,2019,Gas,Manual,10500
Chrysler,2010,Gas,Automatic,4495
Ford,2014,Gas,Automatic,12990
Chevrolet,2005,Gas,Automatic,5499
Jeep,2007,Gas,Automatic,7999
Mercedes-Benz,2005,Gas,Automatic,4900
Hyundai,2015,Gas,Automatic,6500
Nissan,2013,Gas,Automatic,6950
Ford,2013,Gas,Automatic,10900
Dodge,2010,Gas,Automatic,4700
Ford,2007,Gas,Automatic,17000
Infiniti,2004,Gas,Automatic,6450
,2017,Gas,Automatic,10900
Hyundai,2018,Gas,Automatic,19999
Ford,2019,Gas,Automatic,12950
Chevrolet,2019,Gas,Automatic,14500
Volvo,2006,Gas,Automatic,3499
Lexus,2002,Gas,Automatic,10997
Toyota,2004,Gas,Automatic,7500
Ford,2008,Diesel,Automatic,12950
Toyota,2010,Gas,Automatic,13997
Toyota,2007,Hybrid,Automatic,4959
Dodge,2006,Gas,Automatic,4600
Chevrolet,2013,Gas,Automatic,9999
Chevrolet,2015,Gas,Automatic,36988
Honda,2008,Gas,Automatic,6995
Kia,2016,Gas,Automatic,7000
BMW,2002,Gas,Manual,3000
Subaru,2005,Gas,Automatic,4750
Ford,2000,Gas,Automatic,3750
Jeep,2005,Gas,Automatic,3400
Ford,2004,Diesel,Automatic,9650
GMC,2013,Gas,Automatic,14500
Volvo,2007,Diesel,Manual,13700
Lincoln,2008,Gas,Automatic,7800
Toyota,2005,Gas,Automatic,5600
GMC,2005,Gas,Automatic,5600
Chevrolet,2007,Gas,Automatic,4200
Lincoln,2002,Gas,Automatic,5500
Ford,2004,Gas,Automatic,2150
Lexus,2008,Gas,Automatic,10000
Ford,2008,Diesel,Automatic,23000
Jeep,2018,Gas,Automatic,33199
Hyundai,2016,Gas,Automatic,12645
Ford,2016,Gas,Automatic,12525
Toyota,2000,Gas,Automatic,3350
GMC,2011,Gas,Automatic,8800
Ford,2004,Gas,Automatic,3200
Dodge,2008,Gas,Automatic,5000
Volkswagen,2005,Gas,Automatic,2900
Kia,2019,Gas,Other,20450
Chevrolet,2001,Gas,Automatic,3700
Lexus,2006,Gas,Automatic,5700
Kia,2015,Gas,Automatic,11999
Nissan,2018,Gas,Automatic,19850
Ford,2013,Gas,Automatic,14000
Ford,2008,Hybrid,Automatic,5895
Subaru,2006,Gas,Automatic,5499
Toyota,2014,Hybrid,Automatic,9200
Ram,2004,Gas,Automatic,7000
Ford,2014,Other,Other,135
Jeep,2005,Gas,Automatic,5999
Honda,2003,Gas,Automatic,3997
Nissan,2002,Gas,Automatic,3497
Toyota,2007,Gas,Automatic,5497
BMW,2009,Gas,Automatic,7499
Nissan,2011,Gas,Automatic,6900
,2012,Gas,Manual,12995
,2005,Gas,Automatic,7850
Honda,2009,Gas,Automatic,4800
Hyundai,2004,Gas,Automatic,3200
Nissan,2019,Gas,Automatic,16500
Dodge,2001,Gas,Automatic,4999
Nissan,2007,Gas,Automatic,5000
Subaru,2012,Gas,Automatic,4500
Ford,2007,Gas,Automatic,11999
Honda,2002,Gas,Automatic,3999
Nissan,2002,Gas,Manual,6397
Chevrolet,2010,Gas,Automatic,9999
Ford,2001,Gas,Automatic,4250
Nissan,2011,Gas,Automatic,5997
Nissan,2011,Gas,Automatic,6900
Nissan,2012,Gas,,6500
Chevrolet,2008,Other,Automatic,10988
Chevrolet,2008,Gas,Automatic,5988
Lincoln,2009,Gas,Automatic,11900
Buick,2002,Gas,Automatic,1995
Honda,2016,Gas,Automatic,10900
Hyundai,2017,Gas,Automatic,9999
Chevrolet,2006,Gas,Automatic,3800
Mercedes-Benz,2016,Gas,Automatic,82999
Tesla,2019,Electric,Automatic,94995
Honda,2008,Gas,Automatic,6100
Infiniti,2005,Gas,Automatic,3500
,2003,Gas,Automatic,15900
,2009,Gas,Automatic,10200
Honda,2008,Gas,Automatic,4900
Lincoln,2000,Gas,Automatic,2500
GMC,2003,Gas,Automatic,2700
Ram,2009,Gas,Automatic,9600
BMW,2007,Gas,Automatic,3395
GMC,2018,Gas,Automatic,30495
Nissan,2002,Gas,Automatic,1995
Jeep,2007,Gas,Automatic,2995
Nissan,2013,Gas,Automatic,7500
Hyundai,2011,Gas,Automatic,8500
BMW,2011,Gas,Automatic,6900
GMC,2004,Gas,Automatic,5000
Dodge,2017,Gas,Automatic,23499
,2003,Diesel,Manual,20000
Ford,2010,Gas,Automatic,5600
Chevrolet,2007,Gas,Automatic,7495
BMW,2011,Gas,Automatic,3000
Toyota,2000,Gas,Automatic,5000
Mitsubishi,2003,Gas,Manual,2900
,2012,Gas,Automatic,10995
Chevrolet,2010,Gas,Automatic,3800
Toyota,2017,Gas,Automatic,10997
Toyota,2013,Gas,Automatic,12990
Infiniti,2007,Gas,Automatic,5995
Ford,2012,Gas,Automatic,4499
Ford,2015,Gas,Automatic,30800
Tesla,2018,Other,Automatic,89995
Fiat,2012,Gas,Automatic,3950
Mercedes-Benz,2012,Gas,Automatic,11000
Toyota,2009,Gas,Automatic,5999
Dodge,2017,Gas,Automatic,199
Hyundai,2012,Gas,Automatic,3900
Honda,2007,Gas,Automatic,5500
Mitsubishi,2015,Gas,Automatic,9995
,2002,Diesel,Manual,12000
Honda,2010,Gas,Automatic,295
Chrysler,2010,Gas,Automatic,5500
BMW,2013,Gas,Automatic,11495
Toyota,2019,Gas,Automatic,28000
Ford,2016,Gas,Automatic,28995
Chevrolet,2004,Gas,Automatic,5900
Chevrolet,2015,Gas,Automatic,9000
,2001,Gas,Automatic,3399
,2013,Gas,Automatic,16500
Ford,2014,Gas,Manual,5900
Pontiac,2006,Gas,Manual,13000
GMC,2012,Other,Automatic,14995
Honda,2000,Gas,Automatic,1900
Honda,2016,Gas,Automatic,15599
Chevrolet,2014,Gas,Automatic,295
BMW,2013,Gas,Automatic,11495
Kia,2016,Gas,Automatic,9995
Chevrolet,2017,Gas,Automatic,23999
Lexus,2014,Gas,Automatic,19999
BMW,2013,Gas,Other,11995
Ford,2018,Diesel,Automatic,67995
Buick,2012,Gas,Automatic,6200
Toyota,2010,Gas,Automatic,7900
BMW,2007,Gas,Automatic,2895
Dodge,2018,Gas,Automatic,29995
Mazda,2006,Gas,Manual,4400
Ford,2012,Diesel,Automatic,48950
Honda,2018,Gas,Automatic,12800
Toyota,2010,Gas,Automatic,8995
Infiniti,2007,Gas,Automatic,2500
Volkswagen,2012,Gas,Automatic,2800
Buick,2006,Gas,Automatic,1850
Chevrolet,2010,Gas,Automatic,8499
Buick,2008,Gas,Automatic,9795
Infiniti,2012,Gas,Automatic,17100
Mitsubishi,2019,Gas,Automatic,30000
Jeep,2006,Gas,Manual,12000
Honda,2012,Gas,Other,16900
Nissan,2016,Gas,Other,18300
Chevrolet,2009,Gas,Automatic,2800
Honda,2013,Gas,Automatic,9000
Ford,2013,Gas,Other,24100
Kia,2014,Gas,Automatic,5500
Kia,2011,Gas,Automatic,5299
Ford,2007,Gas,Automatic,2800
Subaru,2008,Gas,Automatic,3000
Dodge,2001,Gas,Automatic,1800
Chevrolet,2014,Other,Automatic,24000
Honda,2006,Gas,Automatic,5999
Toyota,2001,Gas,Automatic,1
BMW,2008,Gas,Automatic,2900
Dodge,2018,Gas,Automatic,18999
GMC,2013,Gas,Automatic,23999
Toyota,2019,Gas,Automatic,34999
Ford,2016,Gas,Automatic,21999
Volkswagen,2008,Gas,Automatic,3800
GMC,2009,Gas,Automatic,26980
Ford,2017,Diesel,Automatic,56999
Ford,2018,Gas,Automatic,57999
Ram,2015,Gas,Automatic,23999
Ram,2014,Diesel,Automatic,33999
Ford,2014,Gas,Automatic,6995
Chevrolet,2009,Gas,Automatic,14990
Chevrolet,2016,Gas,Other,26100
Toyota,2005,Gas,Automatic,1
Ford,2016,Gas,Automatic,25999
Ford,2017,Diesel,Automatic,54999
Ford,2014,Gas,Automatic,22999
Ram,2012,Gas,Automatic,22999
Toyota,2015,Gas,Automatic,16999
Ram,2015,Gas,Automatic,28999
Dodge,2018,Gas,Automatic,18999
Chevrolet,2015,Gas,Other,25300
Pontiac,2005,Gas,Automatic,2500
Lincoln,2003,Gas,Automatic,2950
Buick,2006,Gas,Automatic,1500
Kia,2007,Gas,Manual,2500
Pontiac,2006,Gas,Automatic,2500
Lexus,2008,Gas,Automatic,7497
Ford,2016,Gas,Automatic,4500
Honda,2011,Gas,Automatic,5399
Jeep,2018,Gas,Automatic,21597
Nissan,2012,Gas,Automatic,9500
Mercedes-Benz,2005,Gas,Automatic,9500
Dodge,2006,Gas,Automatic,4000
Subaru,2008,Gas,Automatic,9997
Kia,2017,Gas,Manual,13995
Mercury,2000,Gas,Automatic,1800
Toyota,2013,Gas,Other,8599
Honda,2016,Gas,Automatic,13999
Ford,2007,Gas,Automatic,11988
Toyota,2005,Gas,Automatic,17997
Chevrolet,2017,Diesel,Automatic,47995
Hyundai,2006,Gas,Automatic,2200
Chevrolet,2016,Gas,Automatic,15300
Pontiac,2006,Gas,Automatic,4599
Nissan,2014,Gas,Other,7599
Honda,2012,Gas,Automatic,9599
Chevrolet,2005,Diesel,Automatic,18988
Ford,2006,Gas,Automatic,6899
Ford,2006,Gas,Automatic,6995
Chevrolet,2008,Gas,Automatic,12995
Subaru,2006,Gas,Automatic,7988
Infiniti,2003,Gas,Automatic,7988
Chevrolet,2011,Gas,Automatic,6500
Chevrolet,2008,Gas,Automatic,2600
Ford,2013,Diesel,Automatic,35950
Chevrolet,2013,Gas,Automatic,4500
Mercedes-Benz,2012,Gas,Automatic,6700
Nissan,2005,Gas,Automatic,3600
Acura,2006,Gas,Manual,45000
Subaru,2010,Gas,Manual,9995
Nissan,2009,Gas,Automatic,7899
Kia,2019,Gas,Automatic,22000
Lexus,2000,Gas,Automatic,6000
Ford,2017,Gas,Automatic,20999
Chevrolet,2005,Gas,Automatic,3900
Infiniti,2015,Gas,Automatic,18912
Ford,2015,Gas,Automatic,13480
Volvo,2008,Gas,Automatic,4201
Chevrolet,2005,Gas,Automatic,6200
Ford,2006,Gas,Automatic,5200
Jeep,2012,Gas,Manual,19500
Chevrolet,2001,Gas,Automatic,600
Mercury,2000,Gas,Automatic,2700
Ford,2014,Gas,Manual,22500
Buick,2001,Gas,Automatic,3500
Jeep,2001,Gas,Automatic,4395
Buick,2013,Gas,Automatic,6499
Ford,2011,Gas,Automatic,8999
BMW,2015,Gas,Automatic,35500
Jeep,2003,Gas,Automatic,4990
Chevrolet,2012,Diesel,Automatic,26499
Jeep,2011,Gas,Automatic,17997
Kia,2015,Gas,Automatic,15997
Jeep,2013,Gas,Manual,19999
Buick,2000,Gas,Automatic,2799
Ford,2018,Gas,Automatic,54212
Toyota,2015,Gas,Manual,21997
Ford,2008,Gas,Automatic,5999
Ram,2009,Diesel,Automatic,19980
Toyota,2016,Gas,Automatic,34827
Toyota,2019,Gas,Automatic,48999
GMC,2016,Gas,Automatic,29999
Toyota,2013,Gas,Automatic,26997
Ford,2016,Gas,Automatic,13999
Ford,2018,Gas,Automatic,10999
GMC,2018,Diesel,Automatic,59760
Toyota,2019,Gas,Automatic,36999
GMC,2012,Gas,Automatic,21830
Ram,2016,Diesel,Automatic,47999
Chevrolet,2014,Diesel,Automatic,38999
Lexus,2004,Gas,Automatic,3900
GMC,2007,Gas,Automatic,10980
Ram,2014,Diesel,Automatic,49999
Ram,2014,Gas,Automatic,23999
Ram,2013,Diesel,Automatic,43999
Ford,2019,Gas,Automatic,31999
Chevrolet,2010,Diesel,Automatic,34999
Ford,2003,Diesel,Automatic,12900
Jeep,2019,Gas,Automatic,16950
,2010,Gas,Automatic,83500
Nissan,2019,Gas,Automatic,17995
Nissan,2019,Gas,Automatic,17995
Ford,2007,Gas,Automatic,7997
Infiniti,2011,Gas,Automatic,8999
GMC,2018,Gas,Automatic,26399
Saturn,2004,Gas,Manual,500
Ford,2008,Gas,Automatic,4997
Ford,2018,Gas,Automatic,27395
Ford,2004,Gas,Automatic,3997
Toyota,2009,Hybrid,Automatic,4497
Toyota,2012,Other,Other,27500
Nissan,2019,Gas,Automatic,20633
Toyota,2006,Gas,Automatic,4997
Chrysler,2007,Gas,Automatic,3497
Chevrolet,2005,Gas,Automatic,6995
Toyota,2009,Gas,Automatic,8995
Buick,2010,Gas,Automatic,6995
Volvo,2012,Gas,Automatic,8950
Chevrolet,2009,Gas,Automatic,12995
,2016,Gas,Manual,12999
Ford,2005,Gas,Automatic,6300
Toyota,2013,Gas,Automatic,8800
GMC,2008,Diesel,Automatic,17990
Ford,2013,Gas,Automatic,9999
Lexus,2002,Gas,Automatic,10997
Volvo,2004,Gas,Automatic,2995
Honda,2003,Gas,Automatic,2000
Toyota,2010,Gas,Automatic,13997
GMC,2002,Gas,Automatic,4795
Jeep,2007,Gas,Automatic,7895
Nissan,2000,Gas,Automatic,1900
Toyota,2006,Gas,Manual,19997
Ram,2016,Diesel,Automatic,38595
Dodge,2016,Other,Automatic,14995
,2020,Electric,Automatic,10999
BMW,2010,Gas,Automatic,7599
,2020,Electric,Automatic,7999
Ford,2018,Diesel,Automatic,47995
,2020,Electric,Automatic,11999
Ram,2006,Gas,Automatic,8995
Hyundai,2018,Gas,Automatic,16000
Ram,2001,Diesel,Automatic,14000
Nissan,2018,Gas,Automatic,14500
Ford,2019,Hybrid,Automatic,17500
Ford,2017,Gas,Automatic,31999
Ford,2015,Gas,Automatic,13450
Chevrolet,2014,Gas,Automatic,5450
GMC,2017,Gas,Automatic,22999
Chevrolet,2019,Gas,Automatic,36500
Nissan,2019,Gas,Automatic,21000
Ford,2011,Gas,Automatic,16299
Jeep,2009,Gas,Automatic,18997
Audi,2011,Diesel,Automatic,10500
Ford,2007,Gas,Manual,24699
Nissan,2016,Gas,Automatic,12995
Ford,2014,Gas,Automatic,8900
Chevrolet,2011,Gas,Automatic,31999
Chevrolet,2003,Gas,Automatic,4900
BMW,2009,Gas,Automatic,8995
Acura,2013,Gas,Automatic,9495
Kia,2015,Gas,Automatic,9975
Audi,2011,Gas,Automatic,12500
Honda,2010,Gas,Automatic,4800
Nissan,2014,Gas,Automatic,6750
Chevrolet,2015,Diesel,Automatic,47995
Kia,2016,Gas,Automatic,14999
Toyota,2006,Gas,Automatic,6995
Chevrolet,2017,Gas,Automatic,26700
Kia,2014,Gas,Automatic,7995
Dodge,2001,Gas,Automatic,5495
Chevrolet,2005,Diesel,Automatic,15995
Honda,2018,Gas,Automatic,19500
GMC,2006,Gas,Automatic,4000
GMC,2014,Gas,Other,25900
Honda,2005,Gas,Automatic,900
GMC,2015,Gas,Other,25900
Mercedes-Benz,2007,Gas,Automatic,18999
Kia,2017,Hybrid,Automatic,15500
Toyota,2016,Gas,Automatic,16500
Honda,2008,Gas,Automatic,6995
Chevrolet,2015,Gas,Automatic,7200
Chevrolet,2008,Gas,Automatic,2500
Ford,2008,Diesel,Automatic,28500
Honda,2004,Gas,Automatic,3300
Mercedes-Benz,2008,Diesel,Automatic,13000
Mercedes-Benz,2013,Gas,Automatic,12997
Tesla,2018,Electric,Automatic,46000
Dodge,2015,Gas,Other,23700
Ford,2011,Gas,Automatic,21995
Dodge,2010,Gas,Automatic,5500
Mercedes-Benz,2008,Diesel,Automatic,13000
Toyota,2008,Gas,Automatic,5200
Nissan,2016,Gas,Automatic,8999
Ram,2015,Diesel,Automatic,49812
Toyota,2007,Gas,Other,3600
Jeep,2017,Gas,Automatic,13997
Ford,2013,Gas,Automatic,12700
Jeep,2018,Gas,Other,15400
Honda,2003,Gas,Automatic,4000
GMC,2006,Diesel,Automatic,14000
Audi,2015,Other,Other,14999
Infiniti,2009,Gas,Automatic,8999
Kia,2013,Gas,Automatic,11999
Honda,2008,Gas,Automatic,5500
Mercedes-Benz,2005,Gas,Automatic,1950
Hyundai,2009,Gas,Automatic,4990
Chrysler,2016,Gas,Automatic,9995
Honda,2006,Gas,Automatic,4000
Chevrolet,2013,Other,Other,15499
Honda,2007,Gas,Automatic,5000
GMC,2004,Gas,Automatic,5000
Nissan,2016,Other,Automatic,21995
Honda,2017,Gas,,17499
Mercedes-Benz,2015,Gas,Automatic,17995
Ford,2006,Gas,Automatic,8500
,2004,Diesel,Automatic,10000
Mini,2010,Gas,Automatic,6400
BMW,2015,Gas,Automatic,25997
Tesla,2019,Electric,Automatic,45950
Chevrolet,2005,Gas,Automatic,4250
Toyota,2017,Gas,Automatic,28995
Lexus,2006,Gas,Automatic,8997
Ford,2005,Gas,Automatic,3500
,2019,Gas,Automatic,234999
Mitsubishi,2004,Gas,Automatic,3995
BMW,2016,Gas,Automatic,16988
Ford,2018,Other,Automatic,26500
Ford,2016,Diesel,Automatic,39000
Lexus,2008,Gas,Automatic,7988
Chevrolet,2017,Gas,Automatic,20588
Mercedes-Benz,2014,Gas,Automatic,24988
BMW,2005,Gas,Manual,4000
Ford,2014,Gas,Automatic,18499
Rover,2016,Diesel,Automatic,38995
Nissan,2009,Gas,Automatic,4500
Audi,2016,Gas,Automatic,35000
Chrysler,2013,Gas,Automatic,4990
